Id,y
2000,0
2001,0
2002,1
2003,1
2004,0
2005,2
2006,2
2007,0
2008,1
2009,1
2010,2
2011,0
2012,0
2013,1
2014,0
2015,2
2016,0
2017,1
2018,0
2019,0
2020,1
2021,2
2022,0
2023,0
2024,2
2025,1
2026,1
2027,0
2028,0
2029,0
2030,0
2031,2
2032,1
2033,0
2034,1
2035,2
2036,1
2037,0
2038,0
2039,1
2040,2
2041,1
2042,2
2043,2
2044,0
2045,2
2046,2
2047,0
2048,2
2049,1
2050,2
2051,0
2052,1
2053,0
2054,0
2055,1
2056,1
2057,1
2058,1
2059,1
2060,0
2061,1
2062,1
2063,1
2064,2
2065,1
2066,0
2067,1
2068,0
2069,0
2070,2
2071,1
2072,2
2073,2
2074,1
2075,0
2076,2
2077,2
2078,2
2079,2
2080,0
2081,2
2082,1
2083,1
2084,0
2085,1
2086,2
2087,1
2088,2
2089,0
2090,0
2091,0
2092,1
2093,1
2094,2
2095,2
2096,1
2097,2
2098,1
2099,2
2100,0
2101,1
2102,2
2103,0
2104,2
2105,1
2106,0
2107,1
2108,2
2109,1
2110,2
2111,1
2112,2
2113,1
2114,1
2115,1
2116,0
2117,1
2118,0
2119,1
2120,0
2121,1
2122,2
2123,2
2124,2
2125,2
2126,1
2127,0
2128,2
2129,2
2130,1
2131,0
2132,0
2133,2
2134,2
2135,1
2136,0
2137,2
2138,1
2139,1
2140,0
2141,2
2142,1
2143,1
2144,1
2145,0
2146,2
2147,1
2148,0
2149,1
2150,0
2151,2
2152,0
2153,1
2154,1
2155,0
2156,1
2157,2
2158,2
2159,2
2160,0
2161,0
2162,1
2163,1
2164,1
2165,2
2166,1
2167,0
2168,1
2169,2
2170,0
2171,2
2172,0
2173,0
2174,1
2175,1
2176,0
2177,2
2178,2
2179,2
2180,0
2181,1
2182,0
2183,2
2184,0
2185,2
2186,2
2187,2
2188,1
2189,2
2190,0
2191,0
2192,2
2193,2
2194,0
2195,0
2196,0
2197,2
2198,1
2199,2
2200,2
2201,0
2202,2
2203,2
2204,0
2205,1
2206,0
2207,1
2208,1
2209,2
2210,0
2211,1
2212,1
2213,1
2214,0
2215,0
2216,2
2217,2
2218,0
2219,0
2220,1
2221,0
2222,2
2223,2
2224,0
2225,1
2226,2
2227,1
2228,1
2229,0
2230,2
2231,0
2232,0
2233,2
2234,1
2235,0
