Id,y,x1,x2,x3,x4,x5
0,-7.91255148164,1.27626589002,-0.854628078807,1.62390111133,2.14531128957,2.03719046823
1,-5.7280599844,2.88663892978,0.888301709871,0.637898661601,1.14867504505,0.562216847485
2,-29.5240462049,3.17125699751,2.15231025062,-0.818812339303,0.86195065915,1.53983961386
3,-22.1087310099,-0.775282287108,2.31487653588,0.526551952926,-0.0922299007272,0.749972558262
4,-15.2347381924,0.0177056964176,2.03126909248,1.49133377551,0.553353395797,0.193639918094
5,-8.35846870564,1.13126775834,-0.212560238384,1.15999085349,0.244776964365,1.34989599242
6,9.23428949446,1.97754176432,0.861414750164,1.10385630514,1.30059103606,1.96820529561
7,-13.1454949485,1.86962384205,1.56778308874,1.46528234351,-0.165373083178,-1.03599479107
8,-265.407361596,-0.155413294825,4.3451573949,1.12672721125,0.305821103559,1.5576744309
9,-0.435538980684,1.09914659998,1.63792617424,1.70311068103,0.0839068462172,0.213985771957
10,6.16775762399,2.11918179644,0.0166038908804,1.244520021,0.418590261551,1.42956390228
11,-8.8162384785,1.79840198835,0.389929951332,2.18540420713,0.289165994538,0.218871069478
12,-24.4072822095,0.769627021981,1.12019508286,0.211530164594,-1.9601226191,0.204418883979
13,9.17112221222,1.28458224978,1.52253728197,1.08355444391,3.72079558956,1.61100788258
14,10.6340359322,0.164056004594,0.996303959167,1.39309468016,1.68449508417,1.77520168297
15,19.6017167048,1.55600288611,0.459020099984,2.52441724758,2.20838513052,1.05127728438
16,-11.3571213666,0.57336879059,1.80794022783,1.05727976181,-0.0401715743882,1.9341480857
17,-28.8788655326,0.879965458286,3.20701630909,-2.39993077922,2.23352889615,0.41211916109
18,-40.2116865796,0.0230630791217,1.46807029983,3.87112692412,-0.208085683806,2.00360318015
19,-24.0639787068,2.13072644644,1.56003969219,0.381602699336,0.775201280807,3.21590145065
20,-10.4533081393,0.845741637192,1.2876072358,1.57936103142,1.93325023769,2.66961828364
21,19.7884731,2.71723949903,0.746349494094,-0.163048591981,1.53445146011,-0.40903085924
22,0.586414998862,-0.0597699348839,0.553877506134,-0.16244901134,0.378007704266,1.60933125861
23,1.11976414471,1.61521961876,1.50429802958,0.324297405949,2.31351616457,1.90337470458
24,-8.42258415204,-1.09812612827,0.742225844547,2.0236248349,0.68533928548,2.07290606096
25,-116.367846963,1.03260212635,3.52525474151,0.825096528079,0.158041657562,1.07660078855
26,-15.0254620271,0.328767177436,0.682840589943,0.374643010406,-0.0576326502122,2.056138071
27,2.72467185023,1.0044917485,1.2138297794,-0.695715917508,2.34807879965,-0.964011588584
28,-3.23907056559,0.768344528659,1.04438523338,-0.712287151306,2.6121154502,0.338152458273
29,7.41421912794,0.420831478756,1.17438681862,1.79887258089,1.53739664068,0.176130162108
30,10.0209953445,1.14616128045,0.909367963962,1.94135926472,2.17733832868,1.02490142282
31,-18.9677724855,1.30499976261,1.95457383516,0.99354328969,1.21486642152,2.24242536107
32,-7.07109601505,1.14690664346,1.29255850299,0.368949389431,0.590953137461,1.03737728104
33,6.91875026408,1.93386984727,-0.378601876678,0.672019340629,1.39180589884,1.74832175465
34,-11.7801701836,1.16053549153,0.387907201658,1.68849559738,1.18208522226,1.46805817432
35,10.4338881071,0.284288737269,1.22348770387,0.770446062501,0.59007762781,-0.194730271663
36,-25.5603985909,-0.214598764627,-0.663734753127,2.28830954046,0.37473712323,2.95527549106
37,0.642482402301,-0.894791009977,0.751364763699,2.2949701035,-0.277143296569,-0.230688423704
38,-15.0935100722,1.33828792387,1.51028555503,1.05041355904,0.187686719231,0.853203917599
